127.0.0.1 - - [08/Mar/2024:09:31:42 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:31:42 +0900] "GET /Human2TeamProjectClothes/ HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:31:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:31:51 +0900] "POST /Human2TeamProjectClothes/login_form.jsp HTTP/1.1" 200 303
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:31:53 +0900] "GET /Human2TeamProjectClothes/index.jsp HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:33:12 +0900] "POST /Human2TeamProjectClothes/login_form.jsp HTTP/1.1" 200 303
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:33:13 +0900] "GET /Human2TeamProjectClothes/index.jsp HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:33:17 +0900] "POST /Human2TeamProjectClothes/login_form.jsp HTTP/1.1" 200 306
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:33:19 +0900] "GET /Human2TeamProjectClothes/main.jsp HTTP/1.1" 200 7807
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:33:25 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2023 HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:33:26 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2024 HTTP/1.1" 200 7807
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:34:04 +0900] "GET /Human2TeamProjectClothes/inventory.jsp HTTP/1.1" 200 9896
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:34:07 +0900] "GET /Human2TeamProjectClothes/inventory2.jsp HTTP/1.1" 200 14329
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:36:19 +0900] "GET /Human2TeamProjectClothes/inventory2.jsp?itemName=&itemCategory=&itemdivision=&start=&end=&pagenum=2 HTTP/1.1" 200 14343
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:36:19 +0900] "GET /Human2TeamProjectClothes/inventory2.jsp?itemName=&itemCategory=&itemdivision=&start=&end=&pagenum=3 HTTP/1.1" 200 14342
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:36:20 +0900] "GET /Human2TeamProjectClothes/inventory2.jsp?itemName=&itemCategory=&itemdivision=&start=&end=&pagenum=4 HTTP/1.1" 200 14340
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:36:20 +0900] "GET /Human2TeamProjectClothes/inventory2.jsp?itemName=&itemCategory=&itemdivision=&start=&end=&pagenum=5 HTTP/1.1" 200 14337
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:36:55 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:37:24 +0900] "GET /Human2TeamProjectClothes/storeInsert.jsp?type=item&info=import&date=2022-12-08&itemcount=50&itemnum=2&itemname=%EC%B9%A0+%EB%8B%88%ED%8A%B8&itemsize=M HTTP/1.1" 200 132
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:37:25 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:37:38 +0900] "GET /Human2TeamProjectClothes/storeInsert.jsp?type=item&info=export&date=2022-12-09&itemcount=10&itemnum=2&itemname=%EC%B9%A0+%EB%8B%88%ED%8A%B8&itemsize=M HTTP/1.1" 200 132
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:37:39 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:37:42 +0900] "GET /Human2TeamProjectClothes/main.jsp HTTP/1.1" 200 7887
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:37:44 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2022 HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:37:51 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2023 HTTP/1.1" 200 7848
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:10 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:31 +0900] "GET /Human2TeamProjectClothes/storeInsert.jsp?type=item&info=export&date=2023-01-10&itemcount=10&itemnum=2&itemname=%EC%B9%A0+%EB%8B%88%ED%8A%B8&itemsize=M HTTP/1.1" 200 132
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:32 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:33 +0900] "GET /Human2TeamProjectClothes/main.jsp HTTP/1.1" 200 7887
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:35 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2022 HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:38 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2023 HTTP/1.1" 200 7866
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:55 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2022 HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:38:58 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2023 HTTP/1.1" 200 7866
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:39:05 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2024 HTTP/1.1" 200 7887
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:43:56 +0900] "GET /Human2TeamProjectClothes/ HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:44:28 +0900] "POST /Human2TeamProjectClothes/login_form.jsp HTTP/1.1" 200 306
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:44:29 +0900] "GET /Human2TeamProjectClothes/main.jsp HTTP/1.1" 200 7887
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:44:39 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2023 HTTP/1.1" 200 7866
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:44:42 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2022 HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:44:45 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2023 HTTP/1.1" 200 7866
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:44:47 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2024 HTTP/1.1" 200 7887
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:44:53 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:14 +0900] "GET /Human2TeamProjectClothes/storeInsert.jsp?type=item&info=import&date=2021-01-08&itemcount=100&itemnum=3&itemname=%EC%B9%A0+%EB%8B%88%ED%8A%B8&itemsize=L HTTP/1.1" 200 132
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:15 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:32 +0900] "GET /Human2TeamProjectClothes/storeInsert.jsp?type=item&info=export&date=2021-02-09&itemcount=50&itemnum=3&itemname=%EC%B9%A0+%EB%8B%88%ED%8A%B8&itemsize=L HTTP/1.1" 200 132
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:33 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:34 +0900] "GET /Human2TeamProjectClothes/main.jsp HTTP/1.1" 200 7967
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:37 +0900] "GET /Human2TeamProjectClothes/main.jsp?year=2021 HTTP/1.1" 200 7928
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:42 +0900] "GET /Human2TeamProjectClothes/store.jsp HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:45 +0900] "GET /Human2TeamProjectClothes/store.jsp?selecttype=order HTTP/1.1" 200 16276
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:47 +0900] "GET /Human2TeamProjectClothes/store.jsp?selecttype=item HTTP/1.1" 200 15708
0:0:0:0:0:0:0:1 - - [08/Mar/2024:09:45:55 +0900] "GET /Human2TeamProjectClothes/store.jsp?itemSearch=%EB%82%98%EC%9D%B4%ED%82%A4&selecttype=item HTTP/1.1" 200 15527
