127.0.0.1 - - [29/Jan/2024:08:50:11 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13038
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/login.css HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/reset.css HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:50:22 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:09 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13038
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:09 +0900] "GET /starbucks-notice/reset.css HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:09 +0900] "GET /starbucks-notice/login.css HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2915
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:20 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
